image_idx,trialidx,target_location,fixations_count,found,sloc_fixation_index
556,556,"(180, 153)",5,True,-1
557,557,"(180, 153)",5,True,-1
558,558,"(42, 70)",5,True,-1
559,559,"(111, 194)",6,True,-1
560,560,"(111, 28)",4,True,-1
561,561,"(111, 28)",2,True,-1
562,562,"(111, 28)",3,True,-1
563,563,"(111, 194)",5,True,-1
564,564,"(42, 153)",6,True,-1
565,565,"(111, 194)",2,True,-1
566,566,"(180, 70)",5,True,-1
567,567,"(180, 70)",5,True,-1
568,568,"(111, 28)",4,True,-1
569,569,"(180, 70)",5,True,-1
570,570,"(111, 194)",1,True,-1
571,571,"(111, 194)",5,True,-1
572,572,"(111, 28)",2,True,-1
573,573,"(111, 194)",5,True,-1
574,574,"(111, 28)",5,True,-1
575,575,"(111, 194)",5,True,-1
576,576,"(42, 153)",3,True,-1
577,577,"(111, 194)",5,True,-1
578,578,"(111, 28)",3,True,-1
579,579,"(42, 70)",6,True,-1
580,580,"(180, 70)",5,True,-1
581,581,"(111, 28)",5,True,-1
582,582,"(180, 70)",5,True,-1
583,583,"(111, 194)",1,True,-1
584,584,"(180, 70)",5,True,-1
585,585,"(42, 70)",6,True,-1
586,586,"(180, 153)",3,True,-1
587,587,"(180, 70)",4,True,-1
588,588,"(111, 194)",2,True,-1
589,589,"(180, 153)",5,True,-1
590,590,"(180, 153)",4,True,-1
591,591,"(180, 153)",5,True,-1
592,592,"(42, 153)",5,True,-1
593,593,"(111, 194)",5,True,-1
594,594,"(42, 153)",3,True,-1
595,595,"(111, 28)",4,True,-1
596,596,"(42, 153)",2,True,-1
597,597,"(180, 70)",6,True,-1
598,598,"(180, 153)",6,True,-1
599,599,"(42, 153)",4,True,-1
600,600,"(42, 153)",5,True,-1
601,601,"(42, 153)",6,True,-1
602,602,"(180, 153)",5,True,-1
603,603,"(111, 28)",4,True,-1
604,604,"(42, 153)",6,True,-1
605,605,"(111, 28)",4,True,-1
606,606,"(42, 153)",4,True,-1
607,607,"(180, 153)",6,True,-1
608,608,"(111, 194)",4,True,-1
609,609,"(42, 70)",5,True,-1
610,610,"(111, 194)",2,True,-1
611,611,"(111, 28)",3,True,-1
612,612,"(111, 28)",4,True,-1
613,613,"(42, 70)",5,True,-1
614,614,"(180, 153)",3,True,-1
615,615,"(180, 153)",3,True,-1
616,616,"(180, 153)",5,True,-1
617,617,"(111, 194)",6,True,-1
618,618,"(180, 70)",5,True,-1
619,619,"(180, 153)",6,True,-1
620,620,"(180, 153)",5,True,-1
621,621,"(180, 153)",6,True,-1
622,622,"(180, 153)",4,True,-1
623,623,"(180, 70)",4,True,-1
624,624,"(180, 70)",6,True,-1
625,625,"(42, 70)",5,True,-1
626,626,"(42, 70)",4,True,-1
627,627,"(111, 194)",5,True,-1
628,628,"(42, 70)",5,True,-1
629,629,"(111, 194)",2,True,-1
630,630,"(42, 70)",5,True,-1
631,631,"(180, 153)",4,True,-1
632,632,"(111, 194)",1,True,-1
633,633,"(180, 70)",5,True,-1
634,634,"(180, 153)",6,True,-1
635,635,"(180, 70)",5,True,-1
636,636,"(42, 153)",3,True,-1
637,637,"(111, 194)",2,True,-1
638,638,"(42, 70)",3,True,-1
639,639,"(111, 194)",2,True,-1
640,640,"(180, 70)",5,True,-1
641,641,"(111, 28)",5,True,-1
642,642,"(111, 194)",5,True,-1
643,643,"(42, 70)",4,True,-1
644,644,"(111, 28)",3,True,-1
645,645,"(180, 70)",5,True,-1
646,646,"(180, 70)",5,True,-1
647,647,"(111, 28)",5,True,-1
648,648,"(180, 70)",4,True,-1
649,649,"(111, 28)",4,True,-1
650,650,"(180, 153)",6,True,-1
651,651,"(111, 28)",4,True,-1
652,652,"(42, 70)",5,True,-1
653,653,"(111, 28)",6,True,-1
654,654,"(111, 28)",6,True,-1
655,655,"(180, 70)",5,True,-1
656,656,"(180, 70)",5,True,-1
657,657,"(111, 194)",6,True,-1
658,658,"(42, 70)",4,True,-1
659,659,"(180, 153)",6,True,-1
660,660,"(111, 28)",5,True,-1
661,661,"(42, 153)",5,True,-1
662,662,"(111, 28)",4,True,-1
663,663,"(42, 70)",5,True,-1
664,664,"(180, 70)",6,True,-1
665,665,"(42, 153)",4,True,-1
666,666,"(180, 153)",4,True,-1
667,667,"(180, 70)",4,True,-1
668,668,"(180, 153)",4,True,-1
669,669,"(42, 70)",5,True,-1
670,670,"(42, 153)",5,True,-1
671,671,"(111, 28)",6,True,-1
672,672,"(111, 194)",1,True,-1
673,673,"(42, 70)",6,True,-1
674,674,"(180, 70)",5,True,-1
675,675,"(180, 70)",5,True,-1
676,676,"(111, 28)",6,True,-1
677,677,"(42, 70)",5,True,-1
678,678,"(180, 70)",5,True,-1
679,679,"(111, 194)",2,True,-1
680,680,"(180, 70)",5,True,-1
681,681,"(42, 153)",4,True,-1
682,682,"(42, 153)",3,True,-1
683,683,"(42, 70)",5,True,-1
684,684,"(42, 153)",4,True,-1
685,685,"(180, 153)",6,True,-1
686,686,"(111, 194)",2,True,-1
687,687,"(111, 28)",3,True,-1
688,688,"(111, 28)",5,True,-1
689,689,"(111, 28)",6,True,-1
690,690,"(42, 70)",5,True,-1
691,691,"(42, 70)",4,True,-1
692,692,"(42, 153)",4,True,-1
693,693,"(42, 70)",5,True,-1
694,694,"(111, 28)",3,True,-1
695,695,"(42, 70)",5,True,-1
696,696,"(180, 70)",5,True,-1
697,697,"(42, 70)",5,True,-1
698,698,"(42, 70)",5,True,-1
699,699,"(42, 70)",6,True,-1
700,700,"(42, 153)",5,True,-1
701,701,"(111, 28)",5,True,-1
702,702,"(111, 28)",5,True,-1
703,703,"(180, 70)",6,True,-1
704,704,"(180, 70)",4,True,-1
705,705,"(42, 70)",4,True,-1
706,706,"(180, 153)",4,True,-1
707,707,"(180, 70)",4,True,-1
708,708,"(42, 70)",4,True,-1
709,709,"(42, 70)",5,True,-1
710,710,"(42, 153)",3,True,-1
711,711,"(42, 153)",6,True,-1
712,712,"(111, 28)",3,True,-1
713,713,"(180, 70)",5,True,-1
714,714,"(180, 70)",4,True,-1
715,715,"(180, 70)",5,True,-1
716,716,"(42, 70)",6,True,-1
717,717,"(42, 70)",5,True,-1
718,718,"(180, 70)",6,True,-1
719,719,"(180, 70)",5,True,-1
720,720,"(180, 70)",5,True,-1
721,721,"(111, 28)",5,True,2
722,722,"(180, 70)",4,True,1
723,723,"(111, 194)",1,True,-2
724,724,"(180, 153)",6,True,1
725,725,"(111, 28)",4,True,1
726,726,"(111, 28)",3,True,1
727,727,"(180, 153)",5,True,1
728,728,"(111, 194)",1,True,-2
